year,month,region_code,region_name,npd_total,npd_physical,npd_ie
2021,7,78,г.Санкт-Петербург,194503,184617,9886
2021,7,83,Ненецкий автономный округ,627,588,39
2021,7,01,Республика Адыгея (Адыгея),4394,4165,229
2021,7,08,Республика Калмыкия,1811,1631,180
2021,7,23,Краснодарский край,101855,94519,7336
2021,7,30,Астраханская область,12376,11614,762
2021,7,34,Волгоградская область,38132,35925,2207
2021,7,61,Ростовская область,72667,67793,4874
2021,7,91,Республика Крым,26116,24350,1766
2021,7,92,г.Севастополь,5722,5269,453
2021,7,05,Республика Дагестан,15230,14720,510
2021,7,06,Республика Ингушетия,1004,964,40
2021,7,07,Кабардино-Балкарская Республика,7068,6818,250
2021,7,09,Карачаево-Черкесская Республика,2190,2093,97
2021,7,15,Республика Северная Осетия - Алания,4855,4697,158
2021,7,20,Чеченская Республика,10542,10297,245
2021,7,26,Ставропольский край,27408,25256,2152
2021,7,02,Республика Башкортостан,55395,51984,3411
2021,7,12,Республика Марий Эл,5528,5201,327
2021,7,13,Республика Мордовия,5973,5551,422
2021,7,16,Республика Татарстан (Татарстан),136759,131327,5432
2021,7,18,Удмуртская Республика,18622,17706,916
2021,7,21,Чувашская Республика - Чувашия,13658,12832,826
2021,7,43,Кировская область,12556,11524,1032
2021,7,52,Нижегородская область,52183,49325,2858
2021,7,56,Оренбургская область,20738,19759,979
2021,7,58,Пензенская область,11782,10729,1053
2021,7,59,Пермский край,44110,41890,2220
2021,7,63,Самарская область,67679,64220,3459
2021,7,64,Саратовская область,25068,24039,1029
2021,7,73,Ульяновская область,13192,12418,774
2021,7,45,Курганская область,8088,7485,603
2021,7,66,Свердловская область,81451,76978,4473
2021,7,72,Тюменская область,31632,29761,1871
2021,7,74,Челябинская область,52509,49859,2650
2021,7,86,Ханты-Мансийский автономный округ - Югра,24433,22816,1617
2021,7,89,Ямало-Ненецкий автономный округ,6300,5907,393
2021,7,04,Республика Алтай,2756,2495,261
2021,7,17,Республика Тыва,2972,2798,174
2021,7,19,Республика Хакасия,4647,4326,321
2021,7,22,Алтайский край,22134,20639,1495
2021,7,24,Красноярский край,43558,40782,2776
2021,7,38,Иркутская область,27510,25967,1543
2021,7,42,Кемеровская область,24968,23177,1791
2021,7,54,Новосибирская область,58731,55658,3073
2021,7,55,Омская область,30410,28811,1599
2021,7,70,Томская область,13823,12788,1035
2021,7,03,Республика Бурятия,7202,6627,575
2021,7,14,Республика Саха (Якутия),11132,10053,1079
2021,7,25,Приморский край,21633,19737,1896
2021,7,27,Хабаровский край,16462,15376,1086
2021,7,28,Амурская область,6913,6374,539
2021,7,41,Камчатский край,2654,2392,262
2021,7,49,Магаданская область,1617,1466,151
2021,7,65,Сахалинская область,6577,6077,500
2021,7,75,Забайкальский край,5615,5237,378
2021,7,79,Еврейская автономная область,1174,1070,104
2021,7,87,Чукотский автономный округ,278,244,34
2021,8,00,Российская Федерация,2958237,2770835,187402
2021,8,31,Белгородская область,18295,16471,1824
2021,8,32,Брянская область,11690,10909,781
2021,8,33,Владимирская область,15112,13935,1177
2021,8,36,Воронежская область,36901,35330,1571
2021,8,37,Ивановская область,9729,9024,705
2021,8,40,Калужская область,23836,22270,1566
2021,8,44,Костромская область,5635,5102,533
2021,8,46,Курская область,9905,9288,617
2021,8,48,Липецкая область,12918,12143,775
2021,8,50,Московская область,261240,240340,20900
2021,8,57,Орловская область,8596,7935,661
2021,8,62,Рязанская область,11965,11300,665
2021,8,67,Смоленская область,8484,7966,518
2021,8,68,Тамбовская область,7206,6634,572
2021,8,69,Тверская область,14296,13444,852
2021,8,71,Тульская область,15457,14259,1198
2021,8,76,Ярославская область,16463,15601,862
2021,8,77,г.Москва,715713,668175,47538
2021,8,10,Республика Карелия,9341,8461,880
2021,8,11,Республика Коми,8298,7567,731
2021,8,29,Архангельская область,9063,8280,783
2021,8,35,Вологодская область,11364,10542,822
2021,8,39,Калининградская область,20754,19700,1054
2021,8,47,Ленинградская область,35958,33147,2811
2021,8,51,Мурманская область,8748,8023,725
2021,8,53,Новгородская область,6661,5952,709
2021,8,60,Псковская область,6716,6162,554
2021,8,78,г.Санкт-Петербург,207884,197152,10732
2021,8,83,Ненецкий автономный округ,660,614,46
2021,8,01,Республика Адыгея (Адыгея),4754,4494,260
2021,8,08,Республика Калмыкия,1989,1796,193
2021,8,23,Краснодарский край,109871,101888,7983
2021,8,30,Астраханская область,13665,12851,814
2021,8,34,Волгоградская область,40469,38110,2359
2021,8,61,Ростовская область,77850,72526,5324
2021,8,91,Республика Крым,28752,26822,1930
2021,8,92,г.Севастополь,6341,5863,478
2021,8,05,Республика Дагестан,19177,18595,582
2021,8,06,Республика Ингушетия,1349,1302,47
2021,8,07,Кабардино-Балкарская Республика,8443,8172,271
2021,8,09,Карачаево-Черкесская Республика,2486,2365,121
